id,client_name,total_invoices,total_invoiced,total_paid,average_days_to_pay,late_invoices_count,late_invoices_percentage,outstanding_invoices,outstanding_amount,monthly_data,payment_status_breakdown
7a7bd5ef-74db-40a1-9fe5-89ff2c11d024,11,9,96216.64,96216.64,154.11111111111111,9,100.0,0,0.0,"{""monthly_invoiced"": {""2014-10"": 18283.64, ""2015-01"": 18283.64, ""2015-09"": 59649.36}, ""monthly_paid"": {""2015-09"": 36567.28, ""2015-11"": 59649.36}}","{""Fully Paid"": 9}"
fd08a2d9-b16a-4eb1-9c5c-e4d5e3737f1f,12,3,986193.21,986193.21,93.33333333333333,3,100.0,0,0.0,"{""monthly_invoiced"": {""2019-10"": 336815.22000000003, ""2019-11"": 649377.99}, ""monthly_paid"": {""2020-01"": 969428.38, ""2020-02"": 16764.83}}","{""Fully Paid"": 3}"
10b99962-d793-4936-9d03-c5c8f7e26f73,13,108,15027920.37,11753835.6,160.64814814814815,106,98.14814814814815,69,3274084.77,"{""monthly_invoiced"": {""2019-10"": 5054867.65, ""2019-11"": 176461.7, ""2019-12"": 1694530.68, ""2022-01"": 173895.24, ""2022-02"": 109636.22, ""2022-03"": 69975.7, ""2022-04"": 109620.69, ""2022-05"": 106240.86, ""2022-06"": 412696.83, ""2022-07"": 899003.4, ""2022-08"": 73655.3, ""2022-09"": 512905.20999999996, ""2022-10"": 490889.3, ""2022-11"": 165228.42, ""2022-12"": 837336.57, ""2023-01"": 310425.66, ""2023-02"": 105543.16, ""2023-03"": 610603.8, ""2023-04"": 254227.93, ""2023-05"": 217220.59, ""2023-06"": 350395.28, ""2023-07"": 448308.32, ""2023-09"": 195540.82, ""2023-11"": 1167961.68, ""2023-12"": 14431.94, ""2024-01"": 171640.29, ""2024-02"": 294677.13}, ""monthly_paid"": {""2020-01"": 2804619.2, ""2020-02"": 142172.41, ""2020-03"": 990088.04, ""2020-04"": 39540.47, ""2020-06"": 7914.98, ""2022-02"": 37771.92, ""2022-04"": 165027.53, ""2022-05"": 133287.04, ""2022-06"": 104400.66, ""2022-07"": 101727.34, ""2022-08"": 388652.98000000004, ""2022-09"": 515110.92000000004, ""2022-10"": 176243.63, ""2022-11"": 70147.9, ""2022-12"": 997396.03, ""2023-01"": 460648.13, ""2023-02"": 119486.57999999999, ""2023-03"": 534058.56, ""2023-04"": 395649.02, ""2023-06"": 575864.3200000001, ""2023-07"": 74562.15, ""2023-09"": 705200.66, ""2023-10"": 365203.61, ""2023-11"": 189553.94, ""2024-01"": 209044.36, ""2024-02"": 979023.84, ""2024-03"": 190794.5, ""2024-05"": 280644.88}}","{""Partially Paid"": 69, ""Fully Paid"": 39}"
a4bec93a-2964-4712-b760-ff375c551f91,14,13,2066665.4200000004,2066665.4200000004,49.84615384615385,12,92.3076923076923,0,0.0,"{""monthly_invoiced"": {""2017-05"": 27885.61, ""2017-08"": 27885.61, ""2017-11"": 41670.12, ""2017-12"": 119845.12, ""2019-08"": 1849378.96}, ""monthly_paid"": {""2017-06"": 27885.61, ""2017-11"": 27885.61, ""2018-02"": 161515.24, ""2019-10"": 1849378.96}}","{""Fully Paid"": 13}"
3667043f-3daa-4eab-8dcc-7c0d7deb9099,15,280,26881541.49,25987685.42,51.24285714285714,175,62.5,10,893856.07,"{""monthly_invoiced"": {""2015-08"": 102830.49, ""2015-11"": 2484264.3000000003, ""2015-12"": 1994581.17, ""2016-01"": 2153949.59, ""2016-02"": 77526.2, ""2016-03"": 1993711.98, ""2016-04"": 2381431.29, ""2016-05"": 307027.14, ""2016-06"": 904626.08, ""2016-11"": 39855.09, ""2016-12"": 35128.67, ""2017-01"": 79710.18, ""2017-02"": 221905.82, ""2017-03"": 33256.06, ""2017-04"": 261990.21, ""2017-05"": 318889.68, ""2017-06"": 352417.24, ""2017-07"": 363379.85, ""2017-08"": 340468.9, ""2017-09"": 396660.83, ""2017-10"": 400481.19, ""2017-11"": 409092.49, ""2017-12"": 402824.48, ""2018-01"": 781715.0599999999, ""2018-02"": 408377.8, ""2018-03"": 405926.01, ""2018-04"": 371032.45, ""2018-05"": 414763.03, ""2018-06"": 518201.64, ""2018-07"": 815392.0, ""2018-08"": 1109086.18, ""2018-09"": 300080.06, ""2018-10"": 133100.76, ""2018-11"": 889911.9600000001, ""2018-12"": 704974.93, ""2019-01"": 244580.31, ""2019-02"": 851828.9600000001, ""2019-03"": 781930.6, ""2019-04"": 429672.43, ""2019-05"": 370410.2, ""2019-06"": 370410.2, ""2019-07"": 370410.2, ""2019-08"": 167038.46, ""2019-09"": 100013.75, ""2019-10"": 100013.75, ""2019-11"": 93330.91, ""2019-12"": 93330.91}, ""monthly_paid"": {""2015-09"": 102830.49, ""2015-12"": 2484264.3000000003, ""2016-01"": 1994581.17, ""2016-02"": 2153949.59, ""2016-04"": 2071238.1800000002, ""2016-08"": 627490.12, ""2016-10"": 1144471.3900000001, ""2016-11"": 26128.72, ""2016-12"": 742566.23, ""2017-01"": 135895.46, ""2017-02"": 114838.84999999999, ""2017-03"": 93708.66, ""2017-04"": 150082.78, ""2017-05"": 273360.65, ""2017-06"": 318889.68, ""2017-07"": 800529.41, ""2017-08"": 363379.85, ""2017-10"": 737129.73, ""2017-11"": 400481.19, ""2017-12"": 409092.49, ""2018-01"": 402824.48, ""2018-02"": 781715.0599999999, ""2018-03"": 408377.8, ""2018-04"": 405926.01, ""2018-05"": 371032.45, ""2018-06"": 146038.94999999998, ""2018-07"": 786925.72, ""2018-08"": 504904.36, ""2018-09"": 815392.0, ""2018-10"": 507494.52, ""2018-11"": 144287.56, ""2019-01"": 1116450.47, ""2019-02"": 782823.8, ""2019-03"": 454783.56, ""2019-04"": 1057005.72, ""2019-05"": 429672.43, ""2019-06"": 370410.2, ""2019-07"": 432573.41000000003, ""2019-11"": 537448.66, ""2020-01"": 293358.41, ""2020-02"": 93330.91}}","{""Fully Paid"": 270, ""Partially Paid"": 10}"
06f51fba-3d9a-4b05-9bcc-dd4d986dce9f,16,1,63581.85,63581.85,34.0,1,100.0,0,0.0,"{""monthly_invoiced"": {""2014-12"": 63581.85}, ""monthly_paid"": {""2015-02"": 63581.85}}","{""Fully Paid"": 1}"
4ae30bcb-028f-4277-8953-9c731b288336,17,16,791594.47,791594.47,121.4375,12,75.0,0,0.0,"{""monthly_invoiced"": {""2022-01"": 373469.02, ""2022-02"": 156100.41, ""2022-03"": 17221.94, ""2022-04"": 33136.6, ""2022-05"": 68773.55, ""2022-07"": 27704.81, ""2022-12"": 76085.74, ""2023-02"": 39102.4}, ""monthly_paid"": {""2022-03"": 459534.47, ""2022-04"": 120393.5, ""2022-07"": 96478.36, ""2022-12"": 6492.28, ""2023-12"": 108695.86}}","{""Fully Paid"": 16}"
84977729-8a12-4042-a573-7c620bd3fc8a,18,1,10001.9,10001.9,140.0,1,100.0,0,0.0,"{""monthly_invoiced"": {""2016-10"": 10001.9}, ""monthly_paid"": {""2017-03"": 10001.9}}","{""Fully Paid"": 1}"
4ff4eddf-9b52-4b48-a18a-9d1f5cc5d053,19,19,1106443.82,734475.06,73.05263157894737,10,52.63157894736842,2,371968.76,"{""monthly_invoiced"": {""2014-08"": 12736.3, ""2015-08"": 96133.3, ""2015-09"": 743937.54, ""2015-10"": 11178.58, ""2017-01"": 15557.24, ""2017-02"": 15557.24, ""2017-03"": 43442.85, ""2017-04"": 43442.85, ""2017-05"": 15557.24, ""2017-06"": 15557.24, ""2017-07"": 15557.24, ""2017-08"": 15557.24, ""2017-09"": 15557.24, ""2017-10"": 15557.24, ""2017-11"": 15557.24, ""2017-12"": 15557.24}, ""monthly_paid"": {""2015-07"": 12736.3, ""2015-09"": 96133.3, ""2015-12"": 170593.77, ""2017-02"": 15557.24, ""2017-03"": 228110.83, ""2017-04"": 43442.85, ""2017-05"": 43442.85, ""2017-07"": 15557.24, ""2017-08"": 15557.24, ""2017-09"": 31114.48, ""2017-11"": 15557.24, ""2017-12"": 31114.48, ""2018-02"": 15557.24}}","{""Fully Paid"": 17, ""Partially Paid"": 2}"
27c0f9b0-31d5-446e-b038-225b1de581bf,20,23,6030907.250000001,5162919.180000001,75.78260869565217,22,95.65217391304348,3,867988.07,"{""monthly_invoiced"": {""2018-11"": 53494.74, ""2018-12"": 100188.8, ""2019-04"": 476199.29, ""2019-05"": 920242.47, ""2022-02"": 4115941.58, ""2022-10"": 364840.37}, ""monthly_paid"": {""2019-03"": 126936.17000000001, ""2019-07"": 584483.76, ""2019-09"": 811958.0, ""2022-02"": 0.01, ""2022-03"": 3274700.87, ""2023-02"": 282422.46, ""2023-03"": 82417.91}}","{""Fully Paid"": 19, ""Partially Paid"": 3, ""Unknown"": 1}"
1aa6dda8-c90b-4d6d-925d-524b1ab33bbf,21,17,2952310.1900000004,2648370.1400000006,40.705882352941174,6,35.294117647058826,2,303940.05,"{""monthly_invoiced"": {""2023-07"": 214341.16, ""2023-11"": 298717.39, ""2023-12"": 368446.34, ""2024-02"": 1303449.68, ""2024-03"": 767355.62}, ""monthly_paid"": {""2023-07"": 214341.16, ""2024-01"": 368446.34, ""2024-03"": 1298227.02, ""2024-04"": 767355.62}}","{""Fully Paid"": 15, ""Partially Paid"": 2}"
616a63b1-29c4-4cca-b129-d01b5b979e4f,22,35,2893831.89,1817200.9299999997,62.8,21,60.0,20,1076630.96,"{""monthly_invoiced"": {""2014-12"": 417760.17000000004, ""2015-02"": 823573.72, ""2015-03"": 371440.2, ""2015-05"": 610703.88, ""2015-06"": 209879.44, ""2015-07"": 21487.28, ""2015-08"": 22718.92, ""2015-12"": 76064.88, ""2016-06"": 127805.11, ""2016-08"": 57964.24, ""2016-09"": 14868.0, ""2016-11"": 54120.07, ""2016-12"": 33968.3, ""2017-01"": 32779.9, ""2017-02"": 18697.78}, ""monthly_paid"": {""2015-01"": 308129.03, ""2015-02"": 501061.41000000003, ""2015-06"": 185720.1, ""2015-08"": 512207.45, ""2016-01"": 56825.899999999994, ""2016-07"": 28982.120000000003, ""2016-10"": 84708.87, ""2017-05"": 139566.05}}","{""Partially Paid"": 20, ""Fully Paid"": 15}"
87dc4993-65d8-4ac1-8279-f3e2f702847a,23,4,243357.51,243357.51,47.5,3,75.0,0,0.0,"{""monthly_invoiced"": {""2019-04"": 17435.27, ""2019-05"": 31578.29, ""2019-06"": 25512.0, ""2022-09"": 168831.95}, ""monthly_paid"": {""2019-06"": 17435.27, ""2019-07"": 31578.29, ""2019-09"": 25512.0, ""2022-10"": 168831.95}}","{""Fully Paid"": 4}"
5cbf3692-b489-404f-8103-2688fb7020aa,24,1,34637.52,34637.52,28.0,0,0.0,0,0.0,"{""monthly_invoiced"": {""2022-01"": 34637.52}, ""monthly_paid"": {""2022-02"": 34637.52}}","{""Fully Paid"": 1}"
755a9a2e-b494-4553-aedd-8fec723b8025,25,12,362555.11,347722.92,170.66666666666666,11,91.66666666666666,2,14832.19,"{""monthly_invoiced"": {""2014-12"": 41670.12, ""2015-01"": 52452.44, ""2015-02"": 62890.31, ""2015-04"": 102796.62, ""2015-06"": 13421.12, ""2015-08"": 24980.870000000003, ""2015-09"": 11559.75, ""2015-10"": 11559.75, ""2015-12"": 41224.130000000005}, ""monthly_paid"": {""2015-01"": 41670.12, ""2015-05"": 218139.37, ""2015-10"": 13421.12, ""2015-11"": 13421.12, ""2015-12"": 11559.75, ""2016-06"": 35915.27, ""2017-12"": 13596.17}}","{""Fully Paid"": 10, ""Partially Paid"": 2}"
e7ea788d-1190-42c8-9793-ad79e86d5c54,26,14,559764.4100000001,531031.75,90.78571428571429,14,100.0,2,28732.660000000003,"{""monthly_invoiced"": {""2015-09"": 43149.21, ""2015-10"": 91350.75, ""2015-11"": 80710.38, ""2015-12"": 160246.64, ""2016-02"": 14868.0, ""2016-03"": 28982.12, ""2016-05"": 7121.77, ""2016-06"": 95712.66, ""2016-07"": 7121.77, ""2016-10"": 7121.77, ""2016-11"": 23379.34}, ""monthly_paid"": {""2015-11"": 134499.96, ""2015-12"": 80710.38, ""2016-04"": 204096.76, ""2016-07"": 28519.92, ""2016-09"": 7121.77, ""2017-01"": 45581.85, ""2017-05"": 7121.77, ""2017-06"": 23379.34}}","{""Fully Paid"": 12, ""Partially Paid"": 2}"
c32fd522-3ca5-494a-8c44-1da52a06a605,27,1,59922.56,59922.56,4.0,0,0.0,0,0.0,"{""monthly_invoiced"": {""2024-02"": 59922.56}, ""monthly_paid"": {""2024-02"": 59922.56}}","{""Fully Paid"": 1}"
81b46b4d-2132-47b6-9e83-c765ac59a901,28,2,54407.340000000004,54407.340000000004,178.0,2,100.0,0,0.0,"{""monthly_invoiced"": {""2022-02"": 54407.340000000004}, ""monthly_paid"": {""2022-08"": 54407.340000000004}}","{""Fully Paid"": 2}"
0bd8e7cb-4eb5-4eca-8fb4-d391c15136ea,29,32,5167932.4,4546957.12,97.59375,18,56.25,3,620975.28,"{""monthly_invoiced"": {""2017-10"": 602635.53, ""2017-11"": 666462.61, ""2017-12"": 1035045.36, ""2018-01"": 852526.52, ""2018-03"": 1487927.3800000001, ""2018-04"": 38791.08, ""2018-05"": 244591.94, ""2018-06"": 177454.82, ""2018-08"": 21400.91, ""2018-10"": 41096.25}, ""monthly_paid"": {""2017-10"": 226628.14, ""2017-11"": 376007.39, ""2017-12"": 666462.61, ""2018-01"": 1035045.36, ""2018-04"": 866952.1, ""2018-09"": 621935.45, ""2018-10"": 282.26, ""2018-11"": 712547.5599999999, ""2019-03"": 41096.25}}","{""Fully Paid"": 29, ""Partially Paid"": 3}"
5360a964-6290-4014-8087-eebcf039d301,30,3,424386.25,424386.25,95.66666666666667,3,100.0,0,0.0,"{""monthly_invoiced"": {""2022-06"": 222032.13, ""2022-09"": 101177.06, ""2022-12"": 101177.06}, ""monthly_paid"": {""2022-09"": 222032.13, ""2022-11"": 101177.06, ""2023-05"": 101177.06}}","{""Fully Paid"": 3}"
18fd0779-24fc-4415-bb83-e0ba800b917a,31,1,59632.58,59632.58,7.0,0,0.0,0,0.0,"{""monthly_invoiced"": {""2023-09"": 59632.58}, ""monthly_paid"": {""2023-09"": 59632.58}}","{""Fully Paid"": 1}"
42f6b0f3-a312-4160-a69e-5751d0f4d126,32,3,268520.05,58384.66,941.0,3,100.0,2,210135.38999999998,"{""monthly_invoiced"": {""2013-03"": 268520.05}, ""monthly_paid"": {""2015-10"": 58384.66}}","{""Partially Paid"": 2, ""Fully Paid"": 1}"
b3777507-8fee-4d6a-beff-80fc54899a41,33,25,5477097.92,4438577.140000001,123.36,25,100.0,7,1038520.78,"{""monthly_invoiced"": {""2022-01"": 586174.35, ""2022-02"": 1308611.76, ""2022-08"": 1628641.0999999999, ""2022-11"": 161787.54, ""2023-04"": 10855.01, ""2023-06"": 1759713.27, ""2023-09"": 21314.89}, ""monthly_paid"": {""2022-03"": 483442.19, ""2022-05"": 1249159.6, ""2022-11"": 1110723.16, ""2023-03"": 161787.54, ""2023-06"": 31404.88, ""2023-08"": 1380744.88, ""2024-01"": 21314.89}}","{""Fully Paid"": 18, ""Partially Paid"": 7}"
a45816bc-dad9-4b0e-b529-1277a443eaec,34,46,4816628.16,2381490.1,160.2391304347826,30,65.21739130434783,37,2435138.0600000005,"{""monthly_invoiced"": {""2014-12"": 109036.88, ""2015-02"": 235737.1, ""2015-04"": 369646.26999999996, ""2015-05"": 64552.96, ""2015-06"": 813643.3200000001, ""2015-07"": 268189.54000000004, ""2015-08"": 123568.68, ""2015-09"": 153958.68, ""2015-10"": 1562671.76, ""2015-11"": 600340.73, ""2015-12"": 457640.02, ""2017-03"": 57642.22}, ""monthly_paid"": {""2015-02"": 54518.44, ""2015-05"": 231216.47, ""2015-06"": 117868.55, ""2015-08"": 12736.300000000001, ""2015-09"": 32276.48, ""2015-10"": 670215.58, ""2015-12"": 76979.34, ""2016-02"": 254483.01, ""2016-08"": 403156.16000000003, ""2017-04"": 327742.5, ""2018-10"": 200297.27000000002}}","{""Partially Paid"": 37, ""Fully Paid"": 9}"
71b38d3c-8763-466e-bd97-d4b49a804d40,35,10,812701.43,492072.01,2112.8,10,100.0,2,320629.42,"{""monthly_invoiced"": {""2010-04"": 53598.84, ""2011-03"": 16111.23, ""2011-04"": 280584.99, ""2012-02"": 16473.16, ""2012-03"": 16473.16, ""2014-02"": 118963.34, ""2014-06"": 81008.46, ""2014-07"": 107074.02, ""2014-08"": 107074.02, ""2015-05"": 15340.21}, ""monthly_paid"": {""2015-03"": 107074.02, ""2019-03"": 384997.99}}","{""Fully Paid"": 8, ""Partially Paid"": 2}"
1b4ce01e-5200-4e05-a104-68931d17dae6,36,24,503506.63,472118.96,312.7083333333333,24,100.0,1,31387.670000000002,"{""monthly_invoiced"": {""2014-03"": 60028.91, ""2014-05"": 29943.04, ""2014-06"": 127423.42000000001, ""2014-07"": 78553.37, ""2014-08"": 14971.52, ""2014-09"": 14971.52, ""2014-10"": 14971.52, ""2014-11"": 29943.04, ""2014-12"": 29943.04, ""2015-01"": 14971.52, ""2015-02"": 14971.52, ""2015-06"": 15015.46, ""2015-08"": 11559.75, ""2015-09"": 11559.75, ""2015-10"": 11559.75, ""2015-11"": 11559.75, ""2015-12"": 11559.75}, ""monthly_paid"": {""2015-01"": 140627.22, ""2015-03"": 89829.12, ""2015-10"": 26575.21, ""2015-12"": 79019.29000000001, ""2016-04"": 89829.12, ""2016-09"": 46239.0}}","{""Fully Paid"": 23, ""Partially Paid"": 1}"
314d5dc2-59b0-4ce1-a743-2d1c99127677,37,112,14133137.34,9590771.66,65.49107142857143,86,76.78571428571429,44,4542365.68,"{""monthly_invoiced"": {""2016-01"": 491755.74, ""2016-02"": 18137.15, ""2016-03"": 983775.27, ""2016-04"": 627254.61, ""2016-05"": 545305.9, ""2016-06"": 213303.84, ""2016-07"": 2079665.6, ""2017-05"": 613941.41, ""2017-06"": 219444.88, ""2017-07"": 195910.08, ""2017-08"": 1356868.34, ""2017-09"": 602407.2, ""2017-10"": 63833.38, ""2017-11"": 763741.32, ""2018-01"": 2114802.9, ""2018-02"": 1315737.66, ""2018-03"": 173535.79, ""2018-04"": 607313.77, ""2018-05"": 88591.72, ""2018-06"": 29209.46, ""2018-07"": 5339.71, ""2018-08"": 343807.92, ""2018-10"": 16473.16, ""2018-12"": 60878.34, ""2019-01"": 58524.95, ""2019-02"": 58524.95, ""2019-05"": 15728.41, ""2019-06"": 57749.08, ""2019-07"": 104116.3, ""2019-08"": 48004.89, ""2019-09"": 57788.479999999996, ""2019-10"": 102166.94, ""2019-11"": 99498.19}, ""monthly_paid"": {""2016-02"": 491755.74, ""2016-03"": 18137.15, ""2016-05"": 955179.7, ""2016-07"": 758609.74, ""2016-09"": 632778.13, ""2017-01"": 87271.86, ""2017-05"": 26498.38, ""2017-06"": 437176.89, ""2017-07"": 154891.91999999998, ""2017-09"": 81037.57, ""2017-10"": 283757.12, ""2017-11"": 244555.54, ""2017-12"": 456644.57999999996, ""2018-02"": 1359430.29, ""2018-03"": 661125.44, ""2018-04"": 1093447.72, ""2018-06"": 660920.58, ""2018-07"": 88591.72, ""2018-08"": 113666.85, ""2018-09"": 373017.38, ""2018-11"": 29254.85, ""2019-03"": 60878.34, ""2019-07"": 177791.1, ""2019-10"": 152121.19, ""2019-11"": 57788.479999999996, ""2019-12"": 49749.09, ""2020-01"": 40066.14, ""2020-02"": 44628.170000000006}}","{""Fully Paid"": 68, ""Partially Paid"": 44}"
