id,client_name,month,invoiced_amount,paid_amount
b7d8984a-d40b-4b50-bafb-2ad8b0d4e343,6,2015-03,149716.6,149716.6
21ee9f79-6376-43de-b206-7804accf979d,6,2015-04,265903.14,265903.14
5e1588be-deb3-40d0-b7f0-f48faa57a317,6,2015-05,327442.31,327442.31
a8d8b055-a818-48eb-8e6a-ac680319b43c,6,2015-06,367397.04,367397.04
8b7616a7-5d03-4896-9a09-ab71692a3c18,6,2015-08,212759.08,212759.08
f7b4e3d3-f91a-4193-b667-223c27c77a8b,6,2016-03,15144.39,15144.39
e97b6315-5503-4b6e-b789-3406d55503a5,6,2016-05,83514.83,83514.83
53dd3385-5357-4c6f-a4ed-ac883c073f0c,6,2016-06,52687.84,52687.84
464712a5-8a52-47ac-abcd-cdccaad2a143,6,2016-07,83232.76,83232.76
519979a0-9391-4d2b-8eb9-c882035bfdc4,6,2016-09,118018.05,74957.95
bdbc4355-abda-434c-a196-de3097fea51a,7,2018-07,87659.38,87659.38
b65a0bdf-c0bb-4685-8ecf-adee2606c8e4,7,2018-08,350637.52,87659.38
8510b009-8a50-4d9f-9e1f-3ed97f199f7e,8,2015-12,54120.07,54120.07
0deb5059-d4b4-474a-a748-bca566c84ea3,9,2022-04,97650.57,67363.33
550ca867-e60c-4da6-97fc-b0127dbfd854,9,2022-09,90108.0,90108.0
8e3d92ac-132e-4c02-99ea-180edacaf354,9,2022-10,128439.91999999998,128439.91999999998
b7b10fe6-5b61-4876-a824-9ef9a08a1d5d,9,2022-11,123764.83,123764.83
573f698f-388d-4d38-b041-607086735bc0,9,2022-12,171094.39,171094.39
0e187777-3e32-4556-af97-fc1d9ac57ac5,9,2023-01,37103.78,37103.78
ec40a238-299e-4ea9-990a-1e28ce13ae18,9,2023-02,37103.78,37103.78
1bd03433-8dea-49c3-9670-41c1c2ec75c1,9,2023-03,52277.71,52277.71
f8229762-05f6-44c6-a203-67ca7b324ffd,9,2023-04,97026.34,97026.34
4df63eaf-4184-4549-b318-a4978b8d595c,9,2023-05,37103.78,37103.78
f2267961-8c93-413e-bb98-6ef7830859f0,9,2023-06,150586.13,150586.13
fc135b4d-98fe-40c5-9d5c-a86b5fc37414,9,2023-07,52277.71,52277.71
484ebfdb-c76b-4aa0-8353-00be83584405,9,2023-08,246570.03,246570.03
dd50b8c7-2545-4bd9-88b5-a6573bc02bbc,9,2023-09,156629.47,156629.47
ba59701e-2888-4a8e-ba19-80f1c8b17725,9,2023-10,37103.78,37103.78
19e42a52-1e16-45b7-8cb5-cc4af7b4d7f4,9,2023-11,37103.78,37103.78
e0558769-b639-4c00-9cf2-c383540e9744,9,2023-12,37103.78,37103.78
64dd4ebd-bde5-4c0f-893d-b5e37451adb4,9,2024-01,156629.47,156629.47
54e7e6d1-fb22-4671-a522-f436aa6bf2a6,9,2024-02,61499.43,61499.43
d1280e6d-ae29-4ca4-9e84-f4f4e68f4c9a,9,2024-03,37103.78,37103.78
fcf9acec-468b-4766-9598-d2f560bd15d2,9,2024-04,37103.78,37103.78
5d872f6f-8228-4f68-b3f1-155bdbd34e57,10,2014-09,49640.59,49640.59
ce8b7897-bc04-4227-936f-2f813655bf2b,10,2014-12,357845.57,239272.55000000002
2ccfd6a8-759b-4420-9254-03d6a2679b35,10,2015-01,317135.39,217854.21
a1c07e3d-5e9c-4220-9e6d-5d76f20a94ec,10,2015-03,203711.7,203711.7
20015c32-c8d9-48da-8619-fc6e6c2597a2,10,2015-04,177628.16,177628.16
495aec6e-ce5b-4980-8739-3aae5c035e41,10,2015-06,226297.54,226297.54
08fe64cd-49d5-4a47-a55a-577adcf0005e,10,2015-07,113148.77,113148.77
ba8a72e1-2690-4409-b130-79397710991d,10,2015-08,113148.77,113148.77
b09f4364-2fff-48c9-99b1-49f50d289694,10,2015-10,75505.23,75505.23
c75fca34-d446-4f55-9ced-19427b538097,10,2015-12,113148.77,113148.77
3f3912a3-b862-4eed-bf3c-35bb2f3b99dd,10,2016-02,40989.94,40989.94
0f64d472-c037-45c6-abb1-1a30018d2b9a,10,2016-04,20618.93,20618.93
958ae677-2657-43d9-a61c-37c0a7b79d82,11,2014-10,18283.64,18283.64
e3a58bfe-5ce4-4d71-943a-414c9c0e423b,11,2015-01,18283.64,18283.64
0d92f4d1-dae9-4531-a3fb-52056e48be22,11,2015-09,59649.36,59649.36
138c3e32-55cd-4cde-afaa-20a094aa5b9d,12,2019-10,336815.22000000003,336815.22000000003
f0395890-1fc2-4d66-999d-3c93961a0332,12,2019-11,649377.99,649377.99
a9af4aea-af47-466e-9cbe-41439283dea6,13,2019-10,5054867.65,2949366.68
55cedf6c-fd3e-4b21-9f37-f5275761fe6c,13,2019-11,176461.7,146230.96
f8979877-3bca-45b6-a475-4a584eadb432,13,2019-12,1694530.68,1070194.75
bb367a75-f70c-43ff-973f-4aba2f6c17cc,13,2022-01,173895.24,165027.53
64e45969-59f2-41ce-82f7-0073a0bf2777,13,2022-02,109636.22,104415.44
cb5cb7ce-50e4-4893-bafa-04e1b8e85db4,13,2022-03,69975.7,66643.52
8767119b-48f1-48d6-a72e-46c8dc183812,13,2022-04,109620.69,104400.66
9079867f-fe2b-4799-b554-014b2011b3a5,13,2022-05,106240.86,101727.34
10373840-7207-467b-a3d1-51b814a93125,13,2022-06,412696.83,388652.98000000004
1a605be8-f978-4215-9a22-1f9f81587950,13,2022-07,899003.4,880409.11
792d37bc-9096-4d71-8d87-34e2fe43e3eb,13,2022-08,73655.3,70147.9
83b9f202-7b7d-4d58-bdf3-50ee44b76f3b,13,2022-09,512905.20999999996,489639.42
1739b906-e356-427d-9674-8aaaf71bbeea,13,2022-10,490889.3,467445.51
cfde2205-72bd-41fb-93bf-1605ff77eb50,13,2022-11,165228.42,159797.68
9540952a-9039-4935-8f9d-9d8ab3363f08,13,2022-12,837336.57,805652.13
88b9b2b2-6d88-4692-9fff-6e89165c7e91,13,2023-01,310425.66,295131.73000000004
51c0ca01-943c-4c74-96d2-3e074b39716c,13,2023-02,105543.16,100517.29
cf635dc5-7f1b-4455-991e-0a2763f98ca5,13,2023-03,610603.8,575864.3200000001
8baa5c64-9cde-4239-b99d-7ca9d91f0c34,13,2023-04,254227.93,245972.94999999998
bdb55ba6-ce2f-40a0-a4be-c53c80795175,13,2023-05,217220.59,206289.77
4d5b7058-da75-4388-ade1-75c7e79b1022,13,2023-06,350395.28,333709.79
b1b3829d-4568-4c44-8280-e465c253724d,13,2023-07,448308.32,257050.57
167beefd-52ec-44a7-b682-835eb404b525,13,2023-09,195540.82,189553.94
5cc9476b-baea-43c1-9220-ee58d2543161,13,2023-11,1167961.68,1122298.95
34d9ad64-b220-41fa-856b-e5563c6e1f3e,13,2023-12,14431.94,13744.7
3a56e0f8-e86f-4b36-821c-4f66343c5202,13,2024-01,171640.29,163305.09999999998
01354572-9da5-461b-8812-65b22743e319,13,2024-02,294677.13,280644.88
9a66908a-442d-469a-a2bf-32f37db85b82,14,2017-05,27885.61,27885.61
42220ba9-363b-4ebf-9346-dc3043fb99fe,14,2017-08,27885.61,27885.61
916eedd7-0d1f-49a7-a5dc-a84d2d3431e0,14,2017-11,41670.12,41670.12
2265c3c7-f843-499d-96bc-1dad3aa9612c,14,2017-12,119845.12,119845.12
4aca833f-396f-4917-b5b6-4377f67599eb,14,2019-08,1849378.96,1849378.96
a2246b4b-0ffc-40bc-9035-05ebb57c268e,15,2015-08,102830.49,102830.49
cada5b3b-495f-4909-a6dd-5e166494a057,15,2015-11,2484264.3000000003,2484264.3000000003
5b09070b-fa46-4869-b214-8fb1930fc060,15,2015-12,1994581.17,1994581.17
478f4c28-95c9-45ee-8555-82feb73411b6,15,2016-01,2153949.59,2153949.59
85c78987-d095-44bf-9f54-3484b9903c4c,15,2016-02,77526.2,77526.2
a5f35d1c-de1c-4416-b75b-13bbb672a394,15,2016-03,1993711.98,1993711.98
2b0ac57a-6429-4caa-88cc-5ef7139ca16d,15,2016-04,2381431.29,2019840.69
6ff3d4e2-5d9e-4d40-9261-a6838b6ec4d7,15,2016-05,307027.14,290553.98
164d9c12-e0d8-47c1-aa69-7119f67dd9f7,15,2016-06,904626.08,774414.33
499f728e-2b35-4a6a-837d-302dab7ae748,15,2016-11,39855.09,39855.09
ea1f8228-b4c8-40eb-b5cc-f380efff2fcd,15,2016-12,35128.67,35128.67
51eeb881-cff7-496d-b3b2-eceb8d29245e,15,2017-01,79710.18,79710.18
8fab9d08-74b0-41af-868e-a589cb492368,15,2017-02,221905.82,221905.82
aa5d2847-7d11-4bbd-aa6a-88daacb49cc1,15,2017-03,33256.06,33256.06
614857f2-633b-4f4e-bade-b2f203a8b3ca,15,2017-04,261990.21,261990.21
6d742a12-5dab-4ff9-8673-c550617185f9,15,2017-05,318889.68,318889.68
0b0c9084-c54f-4a30-a07d-81cd06b5745f,15,2017-06,352417.24,352417.24
e3c4e314-4847-4d93-9204-c6114c898fac,15,2017-07,363379.85,363379.85
361e6e0d-19bb-422e-b2c7-bb9759189e45,15,2017-08,340468.9,340468.9
13c828c9-bebf-4e6d-8534-7943c4478d71,15,2017-09,396660.83,396660.83
1b643320-e26f-4728-90b3-6e992bdcfa5d,15,2017-10,400481.19,400481.19
baaa230c-28d0-47fe-b21f-c6a946c5028d,15,2017-11,409092.49,409092.49
f30eb0ea-237c-4cad-9dd5-66d06b515ed4,15,2017-12,402824.48,402824.48
e572cb3e-0cf8-40f0-a2f6-1d60bf355335,15,2018-01,781715.0599999999,781715.0599999999
c96b1c5d-b49d-4c2e-8f70-46bf1c3012a7,15,2018-02,408377.8,408377.8
183d9902-9481-488b-b6aa-b78b4b7f1f55,15,2018-03,405926.01,405926.01
ddba9e7b-b08c-4e80-9d1d-99c3857ecff3,15,2018-04,371032.45,371032.45
aa30914a-156a-493e-b8fa-570e0541ce7b,15,2018-05,414763.03,414763.03
3ef7eb5f-da0c-4755-911f-57ef1bae23c2,15,2018-06,518201.64,518201.64
ec8e17df-b524-4044-ae6f-67df53ed0c78,15,2018-07,815392.0,815392.0
6e44741e-43c1-4dff-81ec-8e06c097d77b,15,2018-08,1109086.18,806995.27
d56ad0fa-b959-4362-87b9-081e11126ec2,15,2018-09,300080.06,216590.41
e5b09fe7-6d26-497e-87ee-0a1c21b23746,15,2018-10,133100.76,133100.76
fd877c1f-29da-4c78-a9e4-2b09ad8127f6,15,2018-11,889911.9600000001,889911.9600000001
5375ac70-3f4e-4e42-983a-56e2338a4d4d,15,2018-12,704974.93,704974.93
5ccb330c-e775-4c9f-80a8-6bd6a26f9263,15,2019-01,244580.31,244580.31
bbfb3593-bcb9-4e02-9ef8-fd8abf822671,15,2019-02,851828.9600000001,851828.9600000001
98b46902-ed7b-4d33-bb7f-5f04ec352818,15,2019-03,781930.6,781930.6
27f36dfb-0cc0-4862-ab51-ab2e92ac02ec,15,2019-04,429672.43,429672.43
c2f4c152-3ec4-41ca-a826-d66b11bac429,15,2019-05,370410.2,370410.2
88a4c831-ffe6-4fe3-836e-2eae30f96e5d,15,2019-06,370410.2,370410.2
f91392c8-426e-4947-b030-6477c5593a64,15,2019-07,370410.2,370410.2
2aa71149-ef12-48a5-94f5-d50e3a28828e,15,2019-08,167038.46,167038.46
1a75ded0-b60f-4aa1-8361-89d2ae7f5730,15,2019-09,100013.75,100013.75
c090f241-d6f0-43a5-a393-4431a45e0be7,15,2019-10,100013.75,100013.75
151c1a3d-f27d-45f2-ba78-b4494a0b7e9a,15,2019-11,93330.91,93330.91
ee4c53fe-a5fd-43ec-9476-2970e6a89c87,15,2019-12,93330.91,93330.91
3d77a024-b416-4120-a1e5-4db1464330a5,16,2014-12,63581.85,63581.85
7bc65ed1-fad5-4905-ba67-ecf08f86d09f,17,2022-01,373469.02,373469.02
6ae7f8de-cbd8-4e0f-98f1-55cacf52a134,17,2022-02,156100.41,156100.41
b0640be8-74f1-42ca-ad1c-4a5481846258,17,2022-03,17221.94,17221.94
2ea90335-83a0-4d6a-bb89-eda607ba4111,17,2022-04,33136.6,33136.6
ad5a4fc4-5f49-4e5f-81ec-efa54403e1e6,17,2022-05,68773.55,68773.55
a3dcbb9f-bd7c-4053-828e-af25ca55e83a,17,2022-07,27704.81,27704.81
51b9e9ca-7522-4eff-a212-40981a160547,17,2022-12,76085.74,76085.74
49573cfb-72f6-48bf-be77-63d7ef497b6c,17,2023-02,39102.4,39102.4
aa0aa0e1-caf5-4a3c-ba0f-a5b5f650dc03,18,2016-10,10001.9,10001.9
76bc30dc-5c15-436d-9428-29ced2c18f46,19,2014-08,12736.3,12736.3
52027df9-dfce-43cb-a384-d517e9322c9c,19,2015-08,96133.3,96133.3
7b3406c9-dcde-4e4d-a349-eef71715d39c,19,2015-09,743937.54,371968.78
d5bbd971-827b-4303-b8fb-1b0aa808d2cf,19,2015-10,11178.58,11178.58
b1e44aab-d7f7-4314-bb42-784167451c4f,19,2017-01,15557.24,15557.24
6b73c50f-8b27-4c75-8537-5de65e1b1599,19,2017-02,15557.24,15557.24
7a2a22d4-ff67-42f1-88dc-9e1b7bb227e5,19,2017-03,43442.85,43442.85
9c8683e9-27b4-400d-a99d-fe6a9a902953,19,2017-04,43442.85,43442.85
bf041d28-c826-431d-bb93-c0164df9a134,19,2017-05,15557.24,15557.24
f238d1da-2585-4391-8e55-b92507ea6aec,19,2017-06,15557.24,15557.24
9b64fb44-242f-4616-8438-65297b989775,19,2017-07,15557.24,15557.24
e5e4fc56-bffa-4cf9-8179-2a4afde3bd9f,19,2017-08,15557.24,15557.24
b3cfbe69-635e-4711-9d16-cde19045cb2a,19,2017-09,15557.24,15557.24
b914b4ce-f78b-41d3-bc75-a5fff9596fd9,19,2017-10,15557.24,15557.24
7f07c2cc-aa00-4c7c-9a82-c65a1e38a026,19,2017-11,15557.24,15557.24
6f43b1cd-b5d2-4579-9b90-19f45d6d6f10,19,2017-12,15557.24,15557.24
4a3c6823-8fca-43c0-a689-95c7ac069f15,20,2018-11,53494.74,26747.370000000003
cc63e146-cd38-48d6-894b-570b1fd8fa0e,20,2018-12,100188.8,100188.8
07b96211-2c13-467b-9df7-73e752a3976b,20,2019-04,476199.29,476199.29
87ce8c22-6601-4783-801d-3fbcf9f7eb76,20,2019-05,920242.47,920242.47
2572db9b-87c7-4d39-8abb-fe7ff936ff79,20,2022-02,4115941.58,3274700.88
e20ab90e-5ce4-4dff-ad26-2961eb39650a,20,2022-10,364840.37,364840.37
8dbf3a77-cfaf-466f-83d6-59996fb91701,21,2023-07,214341.16,214341.16
3e6a5ef2-558e-45e0-98b0-cd0537c2bbb6,21,2023-11,298717.39,298717.39
8f3a165d-535c-4505-8592-bd87c3e9be31,21,2023-12,368446.34,368446.34
50fda70f-0d07-484e-8985-66c8fd51d673,21,2024-02,1303449.68,999509.63
88c7a8d9-223a-4af7-bf11-87f016ec143b,21,2024-03,767355.62,767355.62
526a3612-ebb0-4c3e-89d6-70f8f97679fa,22,2014-12,417760.17000000004,308129.03
feb1bcfa-4127-4ae2-b34d-d1877d028d7d,22,2015-02,823573.72,501061.41000000003
8ff74bc8-e5c0-49b7-a93d-a56193b20d1e,22,2015-03,371440.2,185720.1
74abc315-3caa-4a0c-bf09-3603701e680f,22,2015-05,610703.88,305351.93
24021a0e-5f19-4cab-9b6d-50f9bb5072b1,22,2015-06,209879.44,185368.24
1d65efa6-0056-4b3b-b424-0d3fa62a95cb,22,2015-07,21487.28,21487.28
613967fb-68c3-4ba4-8de4-3bf12a7b89bc,22,2015-08,22718.92,11359.46
6a269fb4-921b-428f-8df3-9b81dfa328ca,22,2015-12,76064.88,45466.44
a5ce541d-be0b-4e4f-885d-b0fe2d9f00ae,22,2016-06,127805.11,69840.87
de0988f9-46c4-4a01-a876-c5ce571ac360,22,2016-08,57964.24,28982.120000000003
0a2eece9-7a64-41d4-87b6-f00d3e2f8528,22,2016-09,14868.0,14868.0
4e26b12e-a975-40d7-8ea9-d290f26dff87,22,2016-11,54120.07,54120.07
edf209a1-b65d-4294-89cf-ed55e1cd4336,22,2016-12,33968.3,33968.3
12c14c34-cf23-4378-aa0d-902ec68fd960,22,2017-01,32779.9,32779.9
336ee795-fef5-4524-ba63-e2c68931b481,22,2017-02,18697.78,18697.78
e7aaced6-69d4-42ed-908c-5b3a9ce28502,23,2019-04,17435.27,17435.27
cc42c32b-ed1b-485b-a344-085ee99d7b54,23,2019-05,31578.29,31578.29
eff4c99a-e80c-4f19-b56e-d04ffad12fab,23,2019-06,25512.0,25512.0
17ef8fd6-9bc8-4701-ad1f-49b90d8ac285,23,2022-09,168831.95,168831.95
a92072e3-f6bb-4825-9220-6c0aac8ad680,24,2022-01,34637.52,34637.52
43588bc5-7a3a-412c-a28f-6f21b3fee217,25,2014-12,41670.12,41670.12
e445ceb0-ef5c-4be3-aab5-7026ad8bf35c,25,2015-01,52452.44,52452.44
624650e2-3718-4f6e-b8a5-8c1c1c1faa9d,25,2015-02,62890.31,62890.31
9f5fdace-db72-4dd0-9b2d-e8fc3976182d,25,2015-04,102796.62,102796.62
95f9f481-c1f8-4777-9945-0e9ce35d3f48,25,2015-06,13421.12,13421.12
c9b9b8c0-ebbe-4659-b487-87b7418dd60f,25,2015-08,24980.870000000003,24980.870000000003
4f51c4df-5080-4f76-be58-9223570fa192,25,2015-09,11559.75,11559.75
b67553de-ce78-4a34-b83e-faecf734a34b,25,2015-10,11559.75,11559.75
542bab90-f4a4-4d71-ae5d-abdc1104690c,25,2015-12,41224.130000000005,26391.94
b0f7182c-795d-4a04-b629-0cc67a098479,26,2015-09,43149.21,43149.21
517e7435-66cc-41ef-b241-ff9681b07205,26,2015-10,91350.75,91350.75
4cb39818-4203-40f9-ab01-e4c3d3658b72,26,2015-11,80710.38,80710.38
be886895-fb45-411b-af25-647f11650e1f,26,2015-12,160246.64,160246.64
2aef46b3-f557-4c55-9e82-4175ea50abb9,26,2016-02,14868.0,14868.0
9e146f1d-ffb6-4987-8529-cb4d8b3ecf0e,26,2016-03,28982.12,28982.12
e2024d5f-e870-45ed-a997-5d5eaa9a4cc8,26,2016-05,7121.77,7121.77
10a02690-4cf5-4d05-9f61-cf3dbd1e5c34,26,2016-06,95712.66,66980.0
a5da5521-c472-420e-9e00-cdb42e4f4498,26,2016-07,7121.77,7121.77
188275fa-28d4-4b0c-b0f8-ad5517dd5421,26,2016-10,7121.77,7121.77
ed55e490-ce6c-4b06-a742-b494c017fe46,26,2016-11,23379.34,23379.34
d9a4a559-8b5b-4fa8-b204-053ec1d01f09,27,2024-02,59922.56,59922.56
64eca65c-d789-432f-b1ac-2ca622fe60e0,28,2022-02,54407.340000000004,54407.340000000004
b8adda87-fba4-4e69-becd-53c665af3ca1,29,2017-10,602635.53,602635.53
bfa74877-1517-49ff-aca4-145210bf9d3b,29,2017-11,666462.61,666462.61
ded201a4-7704-4738-8446-afa304f171aa,29,2017-12,1035045.36,1035045.36
724a0c10-0102-4bdb-9737-062090553520,29,2018-01,852526.52,852526.52
47dd6cb0-015e-4540-9ce1-0744bf58161c,29,2018-03,1487927.3800000001,866952.1
ec4b4821-3a7f-4f83-a623-caaad90dcbfe,29,2018-04,38791.08,38791.08
9d0b658d-830b-4659-867d-67e20cc7f189,29,2018-05,244591.94,244591.94
43889f49-301e-47ae-a0d7-9c0786ff2bcb,29,2018-06,177454.82,177454.82
c1d8988b-b833-4709-bfcd-38fd9e21c6ba,29,2018-08,21400.91,21400.91
62e0a715-7788-4851-afa5-7d8d77a6b782,29,2018-10,41096.25,41096.25
ce20c7b6-8774-4c06-8d72-6588bce2fe88,30,2022-06,222032.13,222032.13
28ce87c1-373c-4906-9207-fc255f23546a,30,2022-09,101177.06,101177.06
4f8475a3-bfa8-4e6c-bcf7-be4abe13fd3d,30,2022-12,101177.06,101177.06
fd934cd1-3616-4f02-9638-fe1b75f2e0e3,31,2023-09,59632.58,59632.58
d4f5d28a-69db-4c04-9258-c14d9b5bd6a5,32,2013-03,268520.05,58384.66
52427b0c-4d16-46f3-a908-5e9da98dc983,33,2022-01,586174.35,488318.57
a502410f-55d0-48a6-a1b0-eeb8029a67c9,33,2022-02,1308611.76,1256955.13
f4920f68-b96f-4b83-a707-b976320ddd07,33,2022-08,1628641.0999999999,1129456.13
57d6bf54-550e-4cf1-9da6-64584ae3263a,33,2022-11,161787.54,161787.54
cb306c4c-e991-4b78-9f4e-af83695b6de8,33,2023-04,10855.01,10855.01
c698dbdd-dc78-4293-8023-b17aec027c88,33,2023-06,1759713.27,1369889.87
5ac862b7-ff4f-4cd8-a24e-c1e37ea62194,33,2023-09,21314.89,21314.89
6a27977e-24e4-4d80-a0e2-1705721c5c95,34,2014-12,109036.88,54518.44
a31c8a58-c834-4886-8b61-1f3aba3290d2,34,2015-02,235737.1,117868.55
6d8f64a8-34f1-49d5-9d4c-52072c51cbb4,34,2015-04,369646.26999999996,231216.47
701f2fb1-1dee-4bbd-97cb-a6148b433ff3,34,2015-05,64552.96,32276.48
57fccd7d-fdd1-413e-896f-e0fbb635d775,34,2015-06,813643.3200000001,352673.92
9526334d-fc3e-4272-ba5c-98c6a9f93639,34,2015-07,268189.54000000004,214831.34000000003
ef656aa7-ccd1-4e88-9968-98c84724b02b,34,2015-08,123568.68,123568.68
09e4a8da-0f4e-41f5-aac0-f4c1060534d3,34,2015-09,153958.68,76979.34
c5f3317a-bb39-404a-9b7c-7fc54beb2815,34,2015-10,1562671.76,655749.25
